"subject" "activity" "feature" "statistics" "dimension" "mean_value"
"9561" 21 "WALKING" "tBodyAcc" "mean" "Z" -0.104319332403846
"9562" 22 "WALKING" "tBodyAcc" "mean" "Z" -0.107112510934783
"9563" 23 "WALKING" "tBodyAcc" "mean" "Z" -0.113382994084746
"9564" 24 "WALKING" "tBodyAcc" "mean" "Z" -0.110595952913793
"9565" 25 "WALKING" "tBodyAcc" "mean" "Z" -0.108737636297297
"9566" 26 "WALKING" "tBodyAcc" "mean" "Z" -0.108927011474576
"9567" 27 "WALKING" "tBodyAcc" "mean" "Z" -0.112822289263158
"9568" 28 "WALKING" "tBodyAcc" "mean" "Z" -0.103714705396296
"9569" 29 "WALKING" "tBodyAcc" "mean" "Z" -0.106632427301887
"9570" 30 "WALKING" "tBodyAcc" "mean" "Z" -0.0986247068969231
"9571" 1 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Z" -0.0973020020943396
"9572" 2 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Z" -0.152513899520833
"9573" 3 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Z" -0.110064863437288
"9574" 4 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Z" -0.114219455519231
"9575" 5 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Z" -0.107471453914894
"9576" 6 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Z" -0.122082438784314
"9577" 7 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Z" -0.143769688803922
"9578" 8 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Z" -0.11512211995122
"9579" 9 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Z" -0.125219003959184
"9580" 10 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Z" -0.118180420834043
"9581" 11 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Z" -0.106797216481481
"9582" 12 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Z" -0.107339730115385
"9583" 13 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Z" -0.125767265890909
"9584" 14 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Z" -0.112279688983333
"9585" 15 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Z" -0.116952464895833
"9586" 16 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Z" -0.124074517745098
"9587" 17 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Z" -0.121290442104167
"9588" 18 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Z" -0.112655891327586
"9589" 19 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Z" -0.151054607725
"9590" 20 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Z" -0.121023947784314
"9591" 21 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Z" -0.125414265340426
"9592" 22 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Z" -0.117550861738095
"9593" 23 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Z" -0.126890616782353
"9594" 24 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Z" -0.114248610966102
"9595" 25 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Z" -0.126210440292308
"9596" 26 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Z" -0.121943461236364
"9597" 27 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Z" -0.123530438196078
"9598" 28 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Z" -0.121514025692157
"9599" 29 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Z" -0.118000587840816
"9600" 30 "WALKING_UPSTAIRS" "tBodyAcc" "mean" "Z" -0.124697493775385
"9601" 1 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Z" -0.107566190908163
"9602" 2 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Z" -0.116812942382979
"9603" 3 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Z" -0.116139842908163
"9604" 4 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Z" -0.1067775246
"9605" 5 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Z" -0.100319930659574
"9606" 6 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Z" -0.107209356208333
"9607" 7 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Z" -0.096938308587234
"9608" 8 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Z" -0.107598135394737
"9609" 9 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Z" -0.0910278793952381
"9610" 10 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Z" -0.110848597247368
"9611" 11 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Z" -0.111070149978261
"9612" 12 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Z" -0.10955593226087
"9613" 13 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Z" -0.101993941531915
"9614" 14 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Z" -0.0928330165533333
"9615" 15 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Z" -0.110526066428571
"9616" 16 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Z" -0.119873705148936
"9617" 17 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Z" -0.0892432745173913
"9618" 18 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Z" -0.1033908092
"9619" 19 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Z" -0.133695240660974
"9620" 20 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Z" -0.104602925937778
"9621" 21 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Z" -0.09816866218
"9622" 22 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Z" -0.1074157796
"9623" 23 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Z" -0.0988123712574074
"9624" 24 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Z" -0.104818820272727
"9625" 25 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Z" -0.107192376965517
"9626" 26 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Z" -0.1064396194
"9627" 27 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Z" -0.112837694688636
"9628" 28 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Z" -0.10858897408913
"9629" 29 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Z" -0.0981339984895833
"9630" 30 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean" "Z" -0.0999781422322581
"9631" 1 "SITTING" "tBodyAcc" "mean" "Z" -0.104544182255319
"9632" 2 "SITTING" "tBodyAcc" "mean" "Z" -0.109218272456522
"9633" 3 "SITTING" "tBodyAcc" "mean" "Z" -0.0983579203269231
"9634" 4 "SITTING" "tBodyAcc" "mean" "Z" -0.10587459588
"9635" 5 "SITTING" "tBodyAcc" "mean" "Z" -0.108540300265909
"9636" 6 "SITTING" "tBodyAcc" "mean" "Z" -0.110127728709091
"9637" 7 "SITTING" "tBodyAcc" "mean" "Z" -0.122464597625
"9638" 8 "SITTING" "tBodyAcc" "mean" "Z" -0.104461049130435
"9639" 9 "SITTING" "tBodyAcc" "mean" "Z" -0.07537846886
"9640" 10 "SITTING" "tBodyAcc" "mean" "Z" -0.104253238796296
"9641" 11 "SITTING" "tBodyAcc" "mean" "Z" -0.112840218339623
"9642" 12 "SITTING" "tBodyAcc" "mean" "Z" -0.106307228960784
"9643" 13 "SITTING" "tBodyAcc" "mean" "Z" -0.0972465110836735
"9644" 14 "SITTING" "tBodyAcc" "mean" "Z" -0.100401490425926
"9645" 15 "SITTING" "tBodyAcc" "mean" "Z" -0.11366125320339
"9646" 16 "SITTING" "tBodyAcc" "mean" "Z" -0.0891404038405797
"9647" 17 "SITTING" "tBodyAcc" "mean" "Z" -0.11362408509375
"9648" 18 "SITTING" "tBodyAcc" "mean" "Z" -0.111904775824561
"9649" 19 "SITTING" "tBodyAcc" "mean" "Z" -0.10870765430137
"9650" 20 "SITTING" "tBodyAcc" "mean" "Z" -0.108369634515152
"9651" 21 "SITTING" "tBodyAcc" "mean" "Z" -0.112057887741176
"9652" 22 "SITTING" "tBodyAcc" "mean" "Z" -0.105827369516129
"9653" 23 "SITTING" "tBodyAcc" "mean" "Z" -0.103808679294118
"9654" 24 "SITTING" "tBodyAcc" "mean" "Z" -0.103041061426471
"9655" 25 "SITTING" "tBodyAcc" "mean" "Z" -0.109160440476923
"9656" 26 "SITTING" "tBodyAcc" "mean" "Z" -0.0974448692333333
"9657" 27 "SITTING" "tBodyAcc" "mean" "Z" -0.105521912588571
"9658" 28 "SITTING" "tBodyAcc" "mean" "Z" -0.111517939555556
"9659" 29 "SITTING" "tBodyAcc" "mean" "Z" -0.1104118192
"9660" 30 "SITTING" "tBodyAcc" "mean" "Z" -0.099515446133871
"9661" 1 "STANDING" "tBodyAcc" "mean" "Z" -0.110601817735849
"9662" 2 "STANDING" "tBodyAcc" "mean" "Z" -0.105908536055556
"9663" 3 "STANDING" "tBodyAcc" "mean" "Z" -0.101621722633148
"9664" 4 "STANDING" "tBodyAcc" "mean" "Z" -0.0961574905535714
"9665" 5 "STANDING" "tBodyAcc" "mean" "Z" -0.102171095696429
"9666" 6 "STANDING" "tBodyAcc" "mean" "Z" -0.112172831947368
"9667" 7 "STANDING" "tBodyAcc" "mean" "Z" -0.0997778303207547
"9668" 8 "STANDING" "tBodyAcc" "mean" "Z" -0.106114996837037
"9669" 9 "STANDING" "tBodyAcc" "mean" "Z" -0.0952747481333333
"9670" 10 "STANDING" "tBodyAcc" "mean" "Z" -0.107964083931818
"9671" 11 "STANDING" "tBodyAcc" "mean" "Z" -0.108686630425532
"9672" 12 "STANDING" "tBodyAcc" "mean" "Z" -0.105526999754098
"9673" 13 "STANDING" "tBodyAcc" "mean" "Z" -0.112124137754386
"9674" 14 "STANDING" "tBodyAcc" "mean" "Z" -0.103817701790667
"9675" 15 "STANDING" "tBodyAcc" "mean" "Z" -0.105910832679245
"9676" 16 "STANDING" "tBodyAcc" "mean" "Z" -0.103657729076923
"9677" 17 "STANDING" "tBodyAcc" "mean" "Z" -0.111432145565
"9678" 18 "STANDING" "tBodyAcc" "mean" "Z" -0.108453355945205
"9679" 19 "STANDING" "tBodyAcc" "mean" "Z" -0.10904190460274
"9680" 20 "STANDING" "tBodyAcc" "mean" "Z" -0.100402759931507
"9681" 21 "STANDING" "tBodyAcc" "mean" "Z" -0.110417855808989
"9682" 22 "STANDING" "tBodyAcc" "mean" "Z" -0.104967423820635
"9683" 23 "STANDING" "tBodyAcc" "mean" "Z" -0.1105970177575
"9684" 24 "STANDING" "tBodyAcc" "mean" "Z" -0.108222553855072
"9685" 25 "STANDING" "tBodyAcc" "mean" "Z" -0.107352957594595
"9686" 26 "STANDING" "tBodyAcc" "mean" "Z" -0.110237796416216
"9687" 27 "STANDING" "tBodyAcc" "mean" "Z" -0.107835818025
"9688" 28 "STANDING" "tBodyAcc" "mean" "Z" -0.106579385202532
"9689" 29 "STANDING" "tBodyAcc" "mean" "Z" -0.108659067476923
"9690" 30 "STANDING" "tBodyAcc" "mean" "Z" -0.108756209835593
"9691" 1 "LAYING" "tBodyAcc" "mean" "Z" -0.11320355358
"9692" 2 "LAYING" "tBodyAcc" "mean" "Z" -0.107245610416667
"9693" 3 "LAYING" "tBodyAcc" "mean" "Z" -0.101300477506452
"9694" 4 "LAYING" "tBodyAcc" "mean" "Z" -0.110688150314815
"9695" 5 "LAYING" "tBodyAcc" "mean" "Z" -0.107937603673077
"9696" 6 "LAYING" "tBodyAcc" "mean" "Z" -0.133119570368421
"9697" 7 "LAYING" "tBodyAcc" "mean" "Z" -0.101361036576923
"9698" 8 "LAYING" "tBodyAcc" "mean" "Z" -0.102245365611111
"9699" 9 "LAYING" "tBodyAcc" "mean" "Z" -0.10754972144
"9700" 10 "LAYING" "tBodyAcc" "mean" "Z" -0.117168642362069
"9701" 11 "LAYING" "tBodyAcc" "mean" "Z" -0.108786578070175
"9702" 12 "LAYING" "tBodyAcc" "mean" "Z" -0.108160125666667
"9703" 13 "LAYING" "tBodyAcc" "mean" "Z" -0.104331864532258
"9704" 14 "LAYING" "tBodyAcc" "mean" "Z" -0.0868333315509804
"9705" 15 "LAYING" "tBodyAcc" "mean" "Z" -0.118530240291667
"9706" 16 "LAYING" "tBodyAcc" "mean" "Z" -0.107310493242857
"9707" 17 "LAYING" "tBodyAcc" "mean" "Z" -0.107006279704225
"9708" 18 "LAYING" "tBodyAcc" "mean" "Z" -0.107698927907692
"9709" 19 "LAYING" "tBodyAcc" "mean" "Z" -0.10898146186747
"9710" 20 "LAYING" "tBodyAcc" "mean" "Z" -0.104274322538235
"9711" 21 "LAYING" "tBodyAcc" "mean" "Z" -0.103253832233333
"9712" 22 "LAYING" "tBodyAcc" "mean" "Z" -0.110800924652778
"9713" 23 "LAYING" "tBodyAcc" "mean" "Z" -0.104256776291667
"9714" 24 "LAYING" "tBodyAcc" "mean" "Z" -0.107236237236111
"9715" 25 "LAYING" "tBodyAcc" "mean" "Z" -0.100428830260274
"9716" 26 "LAYING" "tBodyAcc" "mean" "Z" -0.105002540289474
"9717" 27 "LAYING" "tBodyAcc" "mean" "Z" -0.107699732837838
"9718" 28 "LAYING" "tBodyAcc" "mean" "Z" -0.1083448529625
"9719" 29 "LAYING" "tBodyAcc" "mean" "Z" -0.109462068173913
"9720" 30 "LAYING" "tBodyAcc" "mean" "Z" -0.1036581505
"9721" 1 "WALKING" "tBodyAccJerk" "mean" "Z" -0.00416840617789474
"9722" 2 "WALKING" "tBodyAccJerk" "mean" "Z" 0.00789533706610169
"9723" 3 "WALKING" "tBodyAccJerk" "mean" "Z" -0.00562264594827586
"9724" 4 "WALKING" "tBodyAccJerk" "mean" "Z" -0.000767679338333334
"9725" 5 "WALKING" "tBodyAccJerk" "mean" "Z" 8.32159351785732e-05
"9726" 6 "WALKING" "tBodyAccJerk" "mean" "Z" -0.00738931200701754
"9727" 7 "WALKING" "tBodyAccJerk" "mean" "Z" -0.0210398551649123
"9728" 8 "WALKING" "tBodyAccJerk" "mean" "Z" -0.000673798876875
"9729" 9 "WALKING" "tBodyAccJerk" "mean" "Z" 0.00414762740192308
"9730" 10 "WALKING" "tBodyAccJerk" "mean" "Z" -0.0162953195396226
"9731" 11 "WALKING" "tBodyAccJerk" "mean" "Z" -0.013364827779661
"9732" 12 "WALKING" "tBodyAccJerk" "mean" "Z" 0.005025870328
"9733" 13 "WALKING" "tBodyAccJerk" "mean" "Z" 0.00597249011754386
"9734" 14 "WALKING" "tBodyAccJerk" "mean" "Z" 0.0199723036949153
"9735" 15 "WALKING" "tBodyAccJerk" "mean" "Z" 0.000658706162574074
"9736" 16 "WALKING" "tBodyAccJerk" "mean" "Z" 0.00360803282352941
"9737" 17 "WALKING" "tBodyAccJerk" "mean" "Z" 0.0243753334442623
"9738" 18 "WALKING" "tBodyAccJerk" "mean" "Z" 0.010685091
"9739" 19 "WALKING" "tBodyAccJerk" "mean" "Z" -0.0327528722288462
"9740" 20 "WALKING" "tBodyAccJerk" "mean" "Z" 0.00634457223529412
"9741" 21 "WALKING" "tBodyAccJerk" "mean" "Z" -0.0101813421307692
"9742" 22 "WALKING" "tBodyAccJerk" "mean" "Z" 0.00443691445434783
"9743" 23 "WALKING" "tBodyAccJerk" "mean" "Z" -0.00190810641525424
"9744" 24 "WALKING" "tBodyAccJerk" "mean" "Z" -0.0116401387758621
"9745" 25 "WALKING" "tBodyAccJerk" "mean" "Z" -0.00335098680675676
"9746" 26 "WALKING" "tBodyAccJerk" "mean" "Z" -0.00618305784355932
"9747" 27 "WALKING" "tBodyAccJerk" "mean" "Z" -0.020752327245614
"9748" 28 "WALKING" "tBodyAccJerk" "mean" "Z" -0.00762915201666667
"9749" 29 "WALKING" "tBodyAccJerk" "mean" "Z" 0.00941547304716981
"9750" 30 "WALKING" "tBodyAccJerk" "mean" "Z" -0.00739534236
"9751" 1 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "Z" -0.0455625449113208
"9752" 2 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "Z" 0.01948143925
"9753" 3 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "Z" 0.0208205538101695
"9754" 4 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "Z" 0.00340280836730769
"9755" 5 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "Z" -0.025590953282766
"9756" 6 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "Z" -0.00237816579411765
"9757" 7 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "Z" -7.4519666666666e-05
"9758" 8 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "Z" -0.0674583919268293
"9759" 9 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "Z" 0.00766046602367347
"9760" 10 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "Z" -0.0513375831851064
"9761" 11 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "Z" -0.0151463896833333
"9762" 12 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "Z" 0.00906662793461539
"9763" 13 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "Z" -0.0254126299290909
"9764" 14 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "Z" 0.00344199486481481
"9765" 15 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "Z" -0.00525879898958333
"9766" 16 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "Z" 0.0380533591627451
"9767" 17 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "Z" 0.00759533846458334
"9768" 18 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "Z" 0.0093589662862069
"9769" 19 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "Z" 0.0316681980575
"9770" 20 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "Z" -0.024542099304902
"9771" 21 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "Z" -0.0360115472978723
"9772" 22 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "Z" -0.033616970907381
"9773" 23 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "Z" 0.0159234167843137
"9774" 24 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "Z" -0.0132353651798305
"9775" 25 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "Z" -0.0116906813498462
"9776" 26 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "Z" -0.0117089275472727
"9777" 27 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "Z" 0.0067467910745098
"9778" 28 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "Z" 0.00749081657058823
"9779" 29 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "Z" -0.0290713871612245
"9780" 30 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "Z" 0.0161506198923077
"9781" 1 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "Z" -0.0109719730183673
"9782" 2 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "Z" -0.0209351677765957
"9783" 3 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "Z" -0.00202727978142857
"9784" 4 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "Z" -0.00729137766444444
"9785" 5 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "Z" 0.0213397664446809
"9786" 6 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "Z" -0.00932470617291667
"9787" 7 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "Z" -0.0160390392510638
"9788" 8 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "Z" -0.0394356157631579
"9789" 9 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "Z" 0.00262568854761905
"9790" 10 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "Z" 0.000152617173684209
"9791" 11 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "Z" -0.0225208905847826
"9792" 12 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "Z" 0.00485262425869565
"9793" 13 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "Z" -0.0252977670276596
"9794" 14 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "Z" 0.0104952601188889
"9795" 15 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "Z" -0.0100212901547619
"9796" 16 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "Z" -0.029312256293617
"9797" 17 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "Z" -0.00939838078195652
"9798" 18 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "Z" -0.01417699182
"9799" 19 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "Z" -0.00955202497435897
"9800" 20 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "Z" -0.00253482149777778
"9801" 21 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "Z" -0.0125551085533333
"9802" 22 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "Z" 0.0112499015
"9803" 23 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "Z" -0.000982717101851849
"9804" 24 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "Z" -0.00846915857363636
"9805" 25 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "Z" -0.0113348791672414
"9806" 26 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "Z" -0.01189114264
"9807" 27 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "Z" -0.00985034750909091
"9808" 28 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "Z" 0.00123950141304348
"9809" 29 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "Z" -0.0140642983104167
"9810" 30 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "Z" -0.0118301423032258
"9811" 1 "SITTING" "tBodyAccJerk" "mean" "Z" -0.00336779235021277
"9812" 2 "SITTING" "tBodyAccJerk" "mean" "Z" 0.00760546929869565
"9813" 3 "SITTING" "tBodyAccJerk" "mean" "Z" -0.00423348373557692
"9814" 4 "SITTING" "tBodyAccJerk" "mean" "Z" -0.0121499951596
"9815" 5 "SITTING" "tBodyAccJerk" "mean" "Z" 0.00338609594827273
"9816" 6 "SITTING" "tBodyAccJerk" "mean" "Z" 0.00623727782090909
"9817" 7 "SITTING" "tBodyAccJerk" "mean" "Z" 0.0162004141964583
"9818" 8 "SITTING" "tBodyAccJerk" "mean" "Z" -0.0106808920069565
"9819" 9 "SITTING" "tBodyAccJerk" "mean" "Z" -0.008674672651
"9820" 10 "SITTING" "tBodyAccJerk" "mean" "Z" -0.00499566427666667
"9821" 11 "SITTING" "tBodyAccJerk" "mean" "Z" 0.00833400761716981
"9822" 12 "SITTING" "tBodyAccJerk" "mean" "Z" -0.0020457599227451
"9823" 13 "SITTING" "tBodyAccJerk" "mean" "Z" -0.0232397245106122
"9824" 14 "SITTING" "tBodyAccJerk" "mean" "Z" -0.0105744513096296
"9825" 15 "SITTING" "tBodyAccJerk" "mean" "Z" -0.00237207545345763
"9826" 16 "SITTING" "tBodyAccJerk" "mean" "Z" -0.0115030575052174
"9827" 17 "SITTING" "tBodyAccJerk" "mean" "Z" -0.0015544841534375
"9828" 18 "SITTING" "tBodyAccJerk" "mean" "Z" 0.00278757042058246
"9829" 19 "SITTING" "tBodyAccJerk" "mean" "Z" 0.00173106800213699
"9830" 20 "SITTING" "tBodyAccJerk" "mean" "Z" 0.00160134859924242
"9831" 21 "SITTING" "tBodyAccJerk" "mean" "Z" -0.000175352166235294
"9832" 22 "SITTING" "tBodyAccJerk" "mean" "Z" -0.0126852481958065
"9833" 23 "SITTING" "tBodyAccJerk" "mean" "Z" -0.00148823351367647
"9834" 24 "SITTING" "tBodyAccJerk" "mean" "Z" -0.00113300171426471
"9835" 25 "SITTING" "tBodyAccJerk" "mean" "Z" 0.00210760835861538
"9836" 26 "SITTING" "tBodyAccJerk" "mean" "Z" -0.00780237981320513
"9837" 27 "SITTING" "tBodyAccJerk" "mean" "Z" -0.00611285425957143
"9838" 28 "SITTING" "tBodyAccJerk" "mean" "Z" 0.000257854017638888
"9839" 29 "SITTING" "tBodyAccJerk" "mean" "Z" 0.003167700952
"9840" 30 "SITTING" "tBodyAccJerk" "mean" "Z" -0.00278161828080645
"9841" 1 "STANDING" "tBodyAccJerk" "mean" "Z" -0.00368524954709434
"9842" 2 "STANDING" "tBodyAccJerk" "mean" "Z" -0.00837158846722222
"9843" 3 "STANDING" "tBodyAccJerk" "mean" "Z" -0.00807177934114754
"9844" 4 "STANDING" "tBodyAccJerk" "mean" "Z" -0.0211889890567857
"9845" 5 "STANDING" "tBodyAccJerk" "mean" "Z" -0.0122812220569643
"9846" 6 "STANDING" "tBodyAccJerk" "mean" "Z" -0.00481712245438596
"9847" 7 "STANDING" "tBodyAccJerk" "mean" "Z" -0.0108420294035849
"9848" 8 "STANDING" "tBodyAccJerk" "mean" "Z" 0.00322153267648148
"9849" 9 "STANDING" "tBodyAccJerk" "mean" "Z" -0.004700785502
"9850" 10 "STANDING" "tBodyAccJerk" "mean" "Z" -0.00485841031477273
"9851" 11 "STANDING" "tBodyAccJerk" "mean" "Z" -0.00074591623212766
"9852" 12 "STANDING" "tBodyAccJerk" "mean" "Z" -0.00788131384131148
"9853" 13 "STANDING" "tBodyAccJerk" "mean" "Z" -0.000704979340543859
"9854" 14 "STANDING" "tBodyAccJerk" "mean" "Z" -0.00720777760485
"9855" 15 "STANDING" "tBodyAccJerk" "mean" "Z" -0.00658737093471698
"9856" 16 "STANDING" "tBodyAccJerk" "mean" "Z" -0.00476310557910256
"9857" 17 "STANDING" "tBodyAccJerk" "mean" "Z" -0.00403599594166667
"9858" 18 "STANDING" "tBodyAccJerk" "mean" "Z" -0.00181640480191781
"9859" 19 "STANDING" "tBodyAccJerk" "mean" "Z" 0.00129216333878082
"9860" 20 "STANDING" "tBodyAccJerk" "mean" "Z" -0.00613681937487671
"9861" 21 "STANDING" "tBodyAccJerk" "mean" "Z" -0.00332093673865168
"9862" 22 "STANDING" "tBodyAccJerk" "mean" "Z" -0.00626291653857143
"9863" 23 "STANDING" "tBodyAccJerk" "mean" "Z" -0.00529260911370588
"9864" 24 "STANDING" "tBodyAccJerk" "mean" "Z" -0.00358774904913043
"9865" 25 "STANDING" "tBodyAccJerk" "mean" "Z" -0.00622808791433784
"9866" 26 "STANDING" "tBodyAccJerk" "mean" "Z" -0.00219497782824324
"9867" 27 "STANDING" "tBodyAccJerk" "mean" "Z" -0.00137950299425
"9868" 28 "STANDING" "tBodyAccJerk" "mean" "Z" -0.00267810077607595
"9869" 29 "STANDING" "tBodyAccJerk" "mean" "Z" 0.000332894985246154
"9870" 30 "STANDING" "tBodyAccJerk" "mean" "Z" 0.00190841458130508
"9871" 1 "LAYING" "tBodyAccJerk" "mean" "Z" 0.010834236361
"9872" 2 "LAYING" "tBodyAccJerk" "mean" "Z" -0.00180264895625
"9873" 3 "LAYING" "tBodyAccJerk" "mean" "Z" -0.00435625874355645
"9874" 4 "LAYING" "tBodyAccJerk" "mean" "Z" -0.00641054328740741
"9875" 5 "LAYING" "tBodyAccJerk" "mean" "Z" -0.00304067159653846
"9876" 6 "LAYING" "tBodyAccJerk" "mean" "Z" 0.00328817288070175
